1.4,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.0999999999999996,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
2.8,
